rec_id,species,continent_of_origin,country_of_origin,harvest_year,expiration,variety,color,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,quakers,category_one_defects,category_two_defects
1045,Arabica,North America,Costa Rica,2014.0,04/11/15,Caturra,Green,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,0.11,0,0,0
1047,Arabica,North America,Haiti,2012.0,05/22/13,Typica,Green,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,0.12,0,0,0
1048,Arabica,North America,United States,2011.0,12/20/12,Arusha,Bluish-Green,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,0.13,0,0,6
1049,Arabica,Asia,Taiwan,2016.0,08/12/17,Typica,Green,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,0.0,0,0,1
1050,Arabica,Asia,Indonesia,2015.0,11/09/16,Mandheling,Blue-Green,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,0.13,0,0,1
1051,Arabica,North America,Guatemala,2015.0,10/22/16,Bourbon,Green,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,0.11,0,0,0
1052,Arabica,North America,Costa Rica,2015.0,02/27/16,Caturra,Blue-Green,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,0.11,0,0,4
1054,Arabica,North America,Mexico,2014.0,10/23/15,Typica,Green,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,0.12,0,0,4
1055,Arabica,South America,Colombia,2014.0,04/14/15,Caturra,Yellow,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,0.0,0,0,1
1056,Arabica,North America,Guatemala,2013.0,06/05/14,Bourbon,Green,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,0.12,0,0,5
1059,Arabica,South America,Colombia,2014.0,03/14/12,Other,Yellow,Other,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,0.18,0,0,2
1060,Arabica,South America,Brazil,2016.0,03/11/17,Other,Green,Other,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,0.11,0,0,7
1061,Arabica,North America,Nicaragua,2016.0,02/25/17,Other,Green,Other,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,0.11,1,0,0
1065,Arabica,North America,Guatemala,2014.0,01/28/15,Bourbon,Green,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,0.11,0,0,5
1066,Arabica,North America,United States,2014.0,05/03/12,Other,Green,Other,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,0.0,0,0,0
1070,Arabica,North America,Honduras,2017.0,08/23/18,Catuai,Green,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,0.11,0,0,5
1071,Arabica,Africa,Mauritius,2016.0,02/10/17,Other,Green,Other,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,0,0,0
1072,Arabica,South America,Brazil,2015.0,11/16/16,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,0.11,0,0,3
1074,Arabica,North America,Guatemala,2014.0,04/23/15,Other,Green,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,0.11,0,0,3
1075,Arabica,South America,Brazil,2013.0,04/17/15,Yellow Bourbon,Yellow,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,0.1,0,0,10
1077,Arabica,North America,Guatemala,2013.0,02/13/14,Bourbon,Green,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,0.12,0,1,1
1078,Arabica,North America,Mexico,2012.0,09/17/13,Typica,Yellow,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.15,0,0,1
1079,Arabica,North America,Honduras,2016.0,02/02/17,Other,Green,Other,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.1,0,0,0
1081,Arabica,North America,El Salvador,2013.0,04/26/15,Bourbon,Green,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,0.0,0,0,1
1082,Arabica,Asia,China,2013.0,01/17/15,Other,Green,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,0.17,0,0,14
1086,Arabica,Africa,Burundi,2016.0,01/21/17,Other,Green,Other,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,0.12,0,0,0
1090,Arabica,North America,Guatemala,2013.0,06/06/14,Bourbon,Green,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,0.11,0,1,4
1094,Arabica,South America,Brazil,2017.0,11/03/18,Catuai,Green,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,0.11,1,0,1
1096,Arabica,North America,Mexico,2016.0,04/26/17,Caturra,Green,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,0.1,0,0,2
1097,Arabica,Asia,Myanmar,2015.0,08/26/16,Other,Green,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,0.11,0,1,26
1098,Arabica,Asia,Myanmar,2014.0,07/16/16,Catuai,Green,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,0.0,0,0,1
1099,Arabica,North America,Nicaragua,2015.0,02/20/16,Caturra,Green,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,2
1100,Arabica,North America,United States,2014.0,03/03/15,Hawaiian Kona,Green,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,0.12,0,4,13
1101,Arabica,South America,Colombia,2012.0,01/08/15,Typica,Green,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,0,0,0
1103,Arabica,North America,Guatemala,2012.0,01/09/14,Caturra,Green,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,0.11,0,1,12
1105,Arabica,Asia,Vietnam,2017.0,05/09/18,Catimor,Yellow,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,0.0,0,0,2
1106,Arabica,North America,Nicaragua,2015.0,04/23/16,Caturra,Yellow,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,0.11,0,0,2
1107,Arabica,North America,Honduras,2015.0,01/26/16,Catuai,Green,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,0.11,0,0,0
1108,Arabica,North America,Guatemala,2013.0,08/07/14,Bourbon,Green,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,0.11,0,0,2
1109,Arabica,North America,Mexico,2012.0,10/09/13,Typica,Green,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,0.11,0,0,2
1110,Arabica,North America,Mexico,2012.0,09/13/13,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,0.14,0,1,2
1114,Arabica,South America,Brazil,2017.0,11/29/18,Bourbon,Green,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0.11,0,0,5
1116,Arabica,North America,Nicaragua,2013.0,02/25/15,Other,Green,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,0.1,0,0,4
1122,Arabica,North America,Nicaragua,2017.0,06/13/18,Caturra,Green,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,0.1,0,0,5
1130,Arabica,South America,Colombia,2015.0,04/22/16,Other,Green,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,0.0,0,0,1
1131,Arabica,North America,United States,2014.0,05/12/15,Hawaiian Kona,Green,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,0.11,0,1,3
1139,Arabica,Africa,Kenya,2017.0,08/25/18,SL34,Yellow,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0.11,1,0,5
1141,Arabica,North America,Nicaragua,2014.0,03/29/16,Caturra,Green,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,0.11,0,0,0
1143,Arabica,North America,United States,2012.0,04/05/13,Hawaiian Kona,Blue-Green,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,0.12,0,7,10
1144,Arabica,North America,Guatemala,2016.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,4,0,1
1145,Arabica,Asia,Taiwan,2014.0,03/20/16,Typica,Green,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,0.0,0,0,0
1146,Arabica,Asia,Taiwan,2013.0,07/28/15,Typica,Blue-Green,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,0.1,0,0,0
1147,Arabica,Asia,Thailand,2013.0,06/16/15,Other,Green,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,0.12,0,0,0
1148,Arabica,South America,Peru,2013.0,01/23/15,Other,Green,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,0.12,0,1,2
1149,Arabica,North America,Costa Rica,2013.0,09/23/14,Catuai,Bluish-Green,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,0.1,0,0,4
1155,Arabica,North America,Guatemala,2012.0,07/23/13,Bourbon,Green,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,0.0,0,0,4
1158,Arabica,North America,El Salvador,2016.0,03/23/18,Bourbon,Bluish-Green,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,0.0,0,0,12
1160,Arabica,North America,Guatemala,2013.0,06/27/14,Bourbon,Green,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,0.11,0,0,6
1163,Arabica,North America,Mexico,2012.0,06/04/13,Mundo Novo,Yellow,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,0.0,0,0,9
1164,Arabica,Asia,Thailand,2014.0,04/09/11,Peaberry,Brown,Other,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,0.0,0,1,0
1168,Arabica,North America,Guatemala,2009.0,01/13/12,Other,Yellow,Other,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,0.17,0,1,19
1170,Arabica,Asia,Taiwan,2014.0,05/22/16,Typica,Yellow,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,0.0,0,0,1
1174,Arabica,North America,Guatemala,2013.0,05/13/15,Bourbon,Green,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,0,0,2
1175,Arabica,North America,Guatemala,2014.0,03/31/15,Other,Green,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,0.1,0,1,4
1177,Arabica,Africa,Cote dIvoire,2016.0,06/06/18,Other,Bluish-Green,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,0.13,0,1,2
1178,Arabica,South America,Colombia,2013.0,01/08/15,Caturra,Green,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,0.0,0,0,3
1181,Arabica,North America,Guatemala,2012.0,01/12/13,Bourbon,Green,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,0.11,0,0,6
1182,Arabica,Asia,Taiwan,2014.0,11/07/15,Typica,Blue-Green,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,0.11,0,0,0
1185,Arabica,North America,Honduras,2017.0,07/27/18,Catuai,Green,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,0.11,0,0,5
1187,Arabica,North America,Guatemala,2015.0,06/29/16,Catuai,Green,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,0.11,0,0,6
1188,Arabica,North America,Costa Rica,2012.0,12/10/14,Catuai,Yellow,Washed / Wet,7.17,7.42,7.5,8.0,7.25,7.83,10.0,10.0,6.67,0.1,0,5,20
1191,Arabica,North America,Mexico,2014.0,04/09/11,Typica,Yellow,Other,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,0.01,0,0,8
1195,Arabica,North America,Mexico,2012.0,09/12/13,Mundo Novo,Green,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,0.11,0,0,45
1198,Arabica,North America,Guatemala,2014.0,09/11/15,Other,Green,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,0.12,0,0,3
1199,Arabica,North America,Honduras,2014.0,04/26/15,Pacas,Green,Washed / Wet,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,0.11,0,0,12
1200,Arabica,South America,Peru,2012.0,01/08/14,Typica,Yellow,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,0.0,0,0,4
1204,Arabica,North America,Mexico,2013.0,03/12/14,Typica,Green,Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,0.12,0,0,8
1206,Arabica,North America,Nicaragua,2016.0,05/22/18,Caturra,Green,Other,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,0.1,2,0,4
1207,Arabica,North America,United States,2013.0,01/17/15,Other,Green,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,0.12,0,5,8
1208,Arabica,North America,Guatemala,2013.0,07/05/14,Bourbon,Green,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,0.12,0,1,8
1210,Arabica,North America,Mexico,2012.0,07/16/13,Typica,Green,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,0.14,0,0,0
1212,Arabica,Asia,China,2013.0,04/26/15,Typica,Green,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,0.0,0,0,5
1214,Arabica,North America,Nicaragua,2016.0,02/16/17,Other,Green,Other,7.08,7.0,6.75,6.83,7.08,6.92,10.0,10.0,10.0,0.1,5,1,7
1215,Arabica,North America,Nicaragua,2014.0,03/27/16,Other,Green,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10.0,10.0,10.0,0.11,0,1,1
1216,Arabica,North America,Guatemala,2014.0,09/04/15,Other,Green,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,0.12,0,0,3
1220,Arabica,North America,United States,2014.0,06/20/12,Other,Green,Other,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10.0,0.0,0,0,0
1226,Arabica,North America,United States,2014.0,03/19/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,0.1,0,0,0
1228,Arabica,North America,Guatemala,2012.0,02/07/14,Bourbon,Green,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,0.11,0,1,4
1231,Arabica,North America,United States,2014.0,01/20/16,Hawaiian Kona,Green,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,0.11,0,2,8
1232,Arabica,North America,United States,2012.0,05/24/13,Hawaiian Kona,Green,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,0.11,0,4,31
1233,Arabica,Asia,Indonesia,2016.0,07/18/18,Java,Yellow,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,0.13,0,0,1
1236,Arabica,North America,Honduras,2014.0,05/15/15,Pacas,Green,Natural / Dry,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,0.11,0,2,6
1237,Arabica,North America,United States,2014.0,03/18/15,Hawaiian Kona,Green,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8.0,8.67,9.33,0.12,0,2,3
1238,Arabica,North America,Guatemala,2014.0,02/07/15,Other,Green,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,0.1,0,1,2
1239,Arabica,Asia,China,2013.0,09/05/14,Typica,Green,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,0.1,0,0,28
1240,Arabica,North America,Guatemala,2013.0,04/29/14,Bourbon,Green,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,0.11,0,3,9
1242,Arabica,South America,Colombia,2014.0,11/30/12,Other,Green,Other,7.42,7.17,7.0,7.17,7.67,7.17,8.67,9.33,9.33,0.1,0,1,3
1243,Arabica,North America,Costa Rica,2014.0,02/03/16,Caturra,Green,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,0.12,0,2,4
1246,Arabica,North America,Nicaragua,2016.0,02/28/17,Other,Bluish-Green,Other,7.42,7.0,7.0,7.17,7.08,7.0,9.33,8.67,10.0,0.1,0,0,0
1247,Arabica,South America,Brazil,2014.0,08/25/15,Other,Yellow,Washed / Wet,7.0,6.75,6.67,6.83,7.08,6.83,10.0,10.0,10.0,0.11,0,0,2
1248,Arabica,North America,Guatemala,2013.0,02/07/14,Bourbon,Green,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,0.11,0,0,2
1252,Arabica,North America,Guatemala,2013.0,01/29/14,Bourbon,Green,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,0.11,0,2,15
1254,Arabica,North America,Guatemala,2014.0,04/08/15,Other,Green,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,0.1,0,1,2
1257,Arabica,North America,United States,2013.0,01/27/15,Other,Green,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10.0,0.12,0,1,5
1259,Arabica,South America,Peru,2014.0,06/15/16,Caturra,Green,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,0.0,0,7,9
1260,Arabica,Asia,India,2016.0,01/16/18,Other,Green,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,0.0,7,0,0
1262,Arabica,North America,Guatemala,2012.0,01/02/13,Bourbon,Yellow,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10.0,10.0,10.0,0.12,0,0,4
1265,Arabica,North America,Guatemala,2011.0,01/02/13,Bourbon,Yellow,Washed / Wet,6.17,6.5,6.5,7.17,7.0,6.83,10.0,10.0,10.0,0.11,0,0,5
1267,Arabica,North America,United States,2013.0,01/20/15,Other,Bluish-Green,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,8.0,0.0,0,0,3
1269,Arabica,Asia,Indonesia,2011.0,01/17/13,Other,Yellow,Natural / Dry,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,0.12,0,4,26
1272,Arabica,Asia,Philippines,2012.0,05/14/14,Other,Green,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7.0,9.33,10.0,9.33,0.12,0,0,2
1273,Arabica,South America,Brazil,2017.0,10/27/18,Other,Green,Natural / Dry,7.17,7.0,6.83,7.5,7.17,7.0,8.0,8.0,10.0,0.11,1,0,6
1275,Arabica,North America,Guatemala,2012.0,01/05/13,Bourbon,Yellow,Washed / Wet,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,10.0,0.12,0,0,10
1283,Arabica,North America,Guatemala,2012.0,01/08/13,Bourbon,Yellow,Washed / Wet,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,10.0,0.11,0,0,8
1284,Arabica,North America,Guatemala,2012.0,01/04/13,Bourbon,Yellow,Washed / Wet,6.75,6.67,6.17,7.17,7.0,6.58,8.0,10.0,10.0,0.11,0,0,10
1286,Arabica,North America,United States,2014.0,03/13/15,Hawaiian Kona,Blue-Green,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,0.0,0,1,2
1294,Arabica,North America,Mexico,2014.0,05/08/15,Typica,Yellow,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,8.0,0.0,0,1,1
1295,Arabica,South America,Colombia,2013.0,03/03/15,Other,Bluish-Green,Natural / Dry,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,0.0,0,0,15
1297,Arabica,North America,Haiti,2010.0,08/22/12,Other,Brown,Other,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,0.08,0,1,0
1301,Arabica,North America,Mexico,2014.0,05/05/15,Typica,Green,Washed / Wet,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,0.12,0,0,1
1307,Arabica,North America,Haiti,2012.0,05/24/13,Typica,Blue-Green,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,0.14,0,8,16
1308,Arabica,North America,Nicaragua,2016.0,06/06/18,Caturra,Green,Other,7.25,6.58,6.33,6.25,6.42,6.08,6.0,6.0,6.0,0.13,0,1,5
1310,Arabica,North America,Honduras,2017.0,04/28/18,Caturra,Green,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0,0,2
1311,Robusta,Africa,Uganda,2013.0,06/26/15,Other,Green,Other,7.83,8.08,7.75,7.92,8.25,7.92,10.0,10.0,8.0,0.12,0,0,2
1312,Robusta,Asia,India,2017.0,10/31/18,Other,Yellow,Washed / Wet,8.0,7.75,7.92,8.0,7.92,7.92,10.0,10.0,8.0,0.0,0,0,2
1313,Robusta,Asia,India,2015.0,04/29/16,Other,Green,Other,7.92,7.83,7.92,8.0,7.83,7.92,10.0,10.0,7.83,0.0,0,0,0
1314,Robusta,Africa,Uganda,2013.0,07/14/15,Other,Green,Other,8.0,7.92,7.92,7.75,7.83,7.75,10.0,10.0,7.75,0.12,0,0,7
1316,Robusta,Asia,India,2012.0,02/28/13,Other,Green,Other,8.0,7.92,7.67,8.0,7.75,7.92,10.0,10.0,7.75,0.0,0,0,0
1317,Robusta,Asia,India,2014.0,05/15/15,Other,Green,Other,7.67,7.75,7.83,7.83,7.92,7.75,10.0,10.0,8.0,0.0,0,0,0
1318,Robusta,Asia,India,2017.0,10/25/18,Other,Bluish-Green,Washed / Wet,7.67,7.75,7.83,7.67,7.92,7.83,10.0,10.0,7.92,0.1,0,0,0
1319,Robusta,Asia,India,2015.0,08/17/17,Other,Green,Washed / Wet,7.67,7.75,7.58,7.83,7.83,8.0,10.0,10.0,7.92,0.09,0,0,0
1320,Robusta,Africa,Uganda,2014.0,08/05/15,Other,Green,Other,7.67,7.83,7.83,7.83,7.92,7.75,10.0,10.0,7.75,0.12,0,0,6
1321,Robusta,Africa,Uganda,2014.0,06/26/15,Other,Green,Other,7.58,7.92,7.75,7.83,7.5,7.67,10.0,10.0,7.67,0.12,0,0,1
1322,Robusta,Asia,India,2015.0,08/23/17,Other,Green,Natural / Dry,7.67,7.83,7.75,7.5,7.75,7.58,10.0,10.0,7.75,0.11,0,0,0
1323,Robusta,Asia,India,2014.0,05/19/15,Other,Green,Other,7.58,7.58,7.67,7.58,7.67,7.67,10.0,10.0,7.5,0.0,0,0,1
1325,Robusta,Africa,Uganda,2014.0,07/14/15,Other,Green,Other,8.0,7.67,7.75,7.5,7.67,7.58,10.0,10.0,7.58,0.12,0,0,2
1327,Robusta,Asia,India,2013.0,06/03/14,Other,Blue-Green,Natural / Dry,7.5,7.5,7.25,7.83,7.67,7.83,10.0,10.0,7.83,0.13,0,0,0
1328,Robusta,Africa,Uganda,2013.0,06/27/15,Other,Green,Other,7.33,7.58,7.5,7.75,7.75,7.67,10.0,10.0,7.75,0.12,0,0,1
1332,Robusta,Asia,India,2013.0,06/20/14,Other,Green,Natural / Dry,7.58,7.42,7.42,7.83,7.42,7.5,10.0,10.0,7.42,0.0,0,0,0
1333,Robusta,North America,United States,2012.0,02/28/13,Arusha,Green,Natural / Dry,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10.0,7.58,0.0,0,0,0
1334,Robusta,South America,Ecuador,2016.0,01/18/17,Other,Blue-Green,Other,7.75,7.58,7.33,7.58,5.08,7.83,10.0,10.0,7.75,0.0,0,0,1
1336,Robusta,North America,United States,2014.0,12/23/15,Other,Yellow,Natural / Dry,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,0.0,0,0,6
1337,Robusta,Asia,India,2013.0,08/25/15,Other,Green,Natural / Dry,7.42,6.83,6.75,7.17,7.25,7.0,9.33,9.33,7.08,0.1,0,20,1
1338,Robusta,Asia,Vietnam,2013.0,08/25/15,Other,Yellow,Natural / Dry,6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,0.12,0,63,9
